anime_id,anime_url,title,synopsis,genres,type,studio,aired_date,episodes,members,rating_class
33032,https://myanimelist.net33032,Anime Legend Chronicles Vol. 9395,"In a world devastated by magic, a young warrior seeks revenge against the dark lord. Along the way, friends are made and lost!! [Episode ID: 48]","Slice of Life, Thriller",Movie,Studio_Alpha_26,"Jan 27, 2004",25.0,8690,Low
17789,https://myanimelist.net17789,Anime Legend Chronicles Vol. 9396,A comedic slice-of-life story about five high school girls starting their own rock band... containing cute moments and songs. [Episode ID: 99],Fantasy,TV,Studio_Alpha_31,Mar 2001,2.0,42515,Low
2983,https://myanimelist.net2983,Anime Legend Chronicles Vol. 9397,Space captain Jack navigates the dangerous outer rims of galaxy 9. Will he survive the alien invasion? Find out in 2026! [Episode ID: 58],"Supernatural, Slice of Life, Comedy",TV,Studio_Alpha_260,Dec 2015,11.0,22125,High
96360,https://myanimelist.net96360,Anime Legend Chronicles Vol. 9398,A comedic slice-of-life story about five high school girls starting their own rock band... containing cute moments and songs. [Episode ID: 45],"Supernatural, Fantasy, Comedy",Movie,Studio_Alpha_67,May 1990,43.0,204024,High
70320,https://myanimelist.net70320,Anime Legend Chronicles Vol. 9399,Space captain Jack navigates the dangerous outer rims of galaxy 9. Will he survive the alien invasion? Find out in 2026! [Episode ID: 62],"Adventure, Sci-Fi, Comedy, Fantasy",TV,Studio_Alpha_179,1997-08-31,8.0,11088,Low
85315,https://myanimelist.net85315,Anime Legend Chronicles Vol. 9400,"In a world devastated by magic, a young warrior seeks revenge against the dark lord. Along the way, friends are made and lost!! [Episode ID: 77]","Action, Sci-Fi",TV,Studio Pierrot,Mar 2005,7.0,57649,Low
15766,https://myanimelist.net15766,Anime Legend Chronicles Vol. 9401,Space captain Jack navigates the dangerous outer rims of galaxy 9. Will he survive the alien invasion? Find out in 2026! [Episode ID: 19],"Supernatural, Comedy, Action, Romance",TV,Studio_Alpha_253,1996-10-04,12.0,48653,Low
76226,https://myanimelist.net76226,Anime Legend Chronicles Vol. 9402,An ancient curse awakens in modern-day Tokyo! A regular student inherits the powers of a dragon god to save his childhood friend. [Episode ID: 49],Supernatural,TV,Studio_Alpha_316,2008-01-10,6.0,2949,Low
88982,https://myanimelist.net88982,Anime Legend Chronicles Vol. 9403,Space captain Jack navigates the dangerous outer rims of galaxy 9. Will he survive the alien invasion? Find out in 2026! [Episode ID: 62],"Action, Slice of Life",TV,,Dec 1990,32.0,4982,Low
76921,https://myanimelist.net76921,Anime Legend Chronicles Vol. 9404,"In a world devastated by magic, a young warrior seeks revenge against the dark lord. Along the way, friends are made and lost!! [Episode ID: 13]",Thriller,TV,Studio_Alpha_315,2000-08-01,24.0,2395,Low
6111,https://myanimelist.net6111,Anime Legend Chronicles Vol. 9405,Space captain Jack navigates the dangerous outer rims of galaxy 9. Will he survive the alien invasion? Find out in 2026! [Episode ID: 51],"Comedy, Action",TV,,"Jan 03, 1999",13.0,28279,Low
50292,https://myanimelist.net50292,Anime Legend Chronicles Vol. 9406,A comedic slice-of-life story about five high school girls starting their own rock band... containing cute moments and songs. [Episode ID: 21],"Sci-Fi, Comedy",Movie,MAPPA,"Jul 16, 1992",9.0,69660,Low
74307,https://myanimelist.net74307,Anime Legend Chronicles Vol. 9407,A comedic slice-of-life story about five high school girls starting their own rock band... containing cute moments and songs. [Episode ID: 77],Action,TV,Studio_Alpha_20,"Jul 07, 2008",12.0,35107,Low
95988,https://myanimelist.net95988,Anime Legend Chronicles Vol. 9408,"A thrilling psychological game where players must bet their memories to win millions. Trust no one, betray everyone. [Episode ID: 86]","Comedy, Drama, Sci-Fi",TV,,Oct 2014,,68589,Low
19106,https://myanimelist.net19106,Anime Legend Chronicles Vol. 9409,"In a world devastated by magic, a young warrior seeks revenge against the dark lord. Along the way, friends are made and lost!! [Episode ID: 56]","Slice of Life, Adventure, Drama",TV,Studio_Alpha_329,1993-02-27,52.0,33298,Low
20363,https://myanimelist.net20363,Anime Legend Chronicles Vol. 9410,"In a world devastated by magic, a young warrior seeks revenge against the dark lord. Along the way, friends are made and lost!! [Episode ID: 22]",Comedy,TV,A-1 Pictures,"Dec 08, 2011",12.0,1162,High
60006,https://myanimelist.net60006,Anime Legend Chronicles Vol. 9411,Space captain Jack navigates the dangerous outer rims of galaxy 9. Will he survive the alien invasion? Find out in 2026! [Episode ID: 52],"Thriller, Comedy, Action, Adventure",Movie,Studio_Alpha_339,"Feb 13, 2020",43.0,18404,Low
81112,https://myanimelist.net81112,Anime Legend Chronicles Vol. 9412,Space captain Jack navigates the dangerous outer rims of galaxy 9. Will he survive the alien invasion? Find out in 2026! [Episode ID: 25],"Adventure, Action, Supernatural",TV,Studio_Alpha_77,"Aug 27, 1990",7.0,33342,High
53725,https://myanimelist.net53725,Anime Legend Chronicles Vol. 9413,A comedic slice-of-life story about five high school girls starting their own rock band... containing cute moments and songs. [Episode ID: 83],"Comedy, Slice of Life",OVA,Studio_Alpha_338,Jun 1990,7.0,90215,High
24242,https://myanimelist.net24242,Anime Legend Chronicles Vol. 9414,A comedic slice-of-life story about five high school girls starting their own rock band... containing cute moments and songs. [Episode ID: 84],"Sci-Fi, Slice of Life",OVA,Studio_Alpha_208,"May 04, 2022",,31406,Low
86767,https://myanimelist.net86767,Anime Legend Chronicles Vol. 9415,"In a world devastated by magic, a young warrior seeks revenge against the dark lord. Along the way, friends are made and lost!! [Episode ID: 39]","Sci-Fi, Fantasy",OVA,Studio_Alpha_70,Oct 1997,22.0,69603,Low
54023,https://myanimelist.net54023,Anime Legend Chronicles Vol. 9416,"In a world devastated by magic, a young warrior seeks revenge against the dark lord. Along the way, friends are made and lost!! [Episode ID: 45]","Comedy, Romance",OVA,Studio_Alpha_173,"Nov 18, 1999",19.0,40506,Low
10296,https://myanimelist.net10296,Anime Legend Chronicles Vol. 9417,Space captain Jack navigates the dangerous outer rims of galaxy 9. Will he survive the alien invasion? Find out in 2026! [Episode ID: 80],Drama,Movie,Studio_Alpha_52,"Sep 12, 1993",15.0,20262,Low
67646,https://myanimelist.net67646,Anime Legend Chronicles Vol. 9418,"A thrilling psychological game where players must bet their memories to win millions. Trust no one, betray everyone. [Episode ID: 20]","Comedy, Fantasy",OVA,Studio_Alpha_286,"Apr 01, 1990",4.0,471,Low
20030,https://myanimelist.net20030,Anime Legend Chronicles Vol. 9419,"A thrilling psychological game where players must bet their memories to win millions. Trust no one, betray everyone. [Episode ID: 83]",Supernatural,Movie,Studio_Alpha_321,2017-06-01,7.0,24636,Low
11849,https://myanimelist.net11849,Anime Legend Chronicles Vol. 9420,"A thrilling psychological game where players must bet their memories to win millions. Trust no one, betray everyone. [Episode ID: 48]",Slice of Life,TV,Studio_Alpha_334,2003-02-18,19.0,66405,Low
99336,https://myanimelist.net99336,Anime Legend Chronicles Vol. 9421,"A thrilling psychological game where players must bet their memories to win millions. Trust no one, betray everyone. [Episode ID: 94]","Action, Thriller, Drama, Slice of Life",OVA,Studio_Alpha_312,Nov 1996,1.0,1504,Low
55335,https://myanimelist.net55335,Anime Legend Chronicles Vol. 9422,Space captain Jack navigates the dangerous outer rims of galaxy 9. Will he survive the alien invasion? Find out in 2026! [Episode ID: 22],Slice of Life,Movie,Studio Pierrot,2016-10-26,2.0,2428,High
15038,https://myanimelist.net15038,Anime Legend Chronicles Vol. 9423,An ancient curse awakens in modern-day Tokyo! A regular student inherits the powers of a dragon god to save his childhood friend. [Episode ID: 15],Sci-Fi,TV,MAPPA,Jul 2009,8.0,52634,Low
40074,https://myanimelist.net40074,Anime Legend Chronicles Vol. 9424,Space captain Jack navigates the dangerous outer rims of galaxy 9. Will he survive the alien invasion? Find out in 2026! [Episode ID: 63],Romance,OVA,Studio_Alpha_61,2002-12-15,10.0,89332,Low
16906,https://myanimelist.net16906,Anime Legend Chronicles Vol. 9425,"In a world devastated by magic, a young warrior seeks revenge against the dark lord. Along the way, friends are made and lost!! [Episode ID: 94]","Comedy, Fantasy, Romance",OVA,Studio_Alpha_10,May 2019,4.0,1034,High
78845,https://myanimelist.net78845,Anime Legend Chronicles Vol. 9426,Space captain Jack navigates the dangerous outer rims of galaxy 9. Will he survive the alien invasion? Find out in 2026! [Episode ID: 44],Supernatural,TV,Studio_Alpha_92,2018-07-05,16.0,12331,Low
84688,https://myanimelist.net84688,Anime Legend Chronicles Vol. 9427,"In a world devastated by magic, a young warrior seeks revenge against the dark lord. Along the way, friends are made and lost!! [Episode ID: 27]","Thriller, Comedy, Action",TV,Studio_Alpha_54,Dec 2011,16.0,44046,Low
63921,https://myanimelist.net63921,Anime Legend Chronicles Vol. 9428,"In a world devastated by magic, a young warrior seeks revenge against the dark lord. Along the way, friends are made and lost!! [Episode ID: 22]","Adventure, Sci-Fi, Thriller",TV,Studio_Alpha_298,"Apr 18, 1993",15.0,7007,Low
22084,https://myanimelist.net22084,Anime Legend Chronicles Vol. 9429,"A thrilling psychological game where players must bet their memories to win millions. Trust no one, betray everyone. [Episode ID: 10]","Comedy, Supernatural",Movie,,"Apr 25, 2021",8.0,19322,Low
86696,https://myanimelist.net86696,Anime Legend Chronicles Vol. 9430,"In a world devastated by magic, a young warrior seeks revenge against the dark lord. Along the way, friends are made and lost!! [Episode ID: 71]","Romance, Action, Supernatural, Fantasy",TV,Studio_Alpha_339,"Jun 21, 2010",26.0,287,Low
86110,https://myanimelist.net86110,Anime Legend Chronicles Vol. 9431,"In a world devastated by magic, a young warrior seeks revenge against the dark lord. Along the way, friends are made and lost!! [Episode ID: 70]","Fantasy, Thriller, Adventure, Action",OVA,Studio_Alpha_297,1990-11-08,9.0,90706,Low
32008,https://myanimelist.net32008,Anime Legend Chronicles Vol. 9432,Space captain Jack navigates the dangerous outer rims of galaxy 9. Will he survive the alien invasion? Find out in 2026! [Episode ID: 61],"Adventure, Sci-Fi, Action, Thriller",TV,Studio_Alpha_194,"Oct 07, 1994",15.0,4040,Low
7075,https://myanimelist.net7075,Anime Legend Chronicles Vol. 9433,"A thrilling psychological game where players must bet their memories to win millions. Trust no one, betray everyone. [Episode ID: 23]","Fantasy, Supernatural, Slice of Life, Adventure",TV,Studio_Alpha_12,Feb 1998,8.0,32036,Low
3854,https://myanimelist.net3854,Anime Legend Chronicles Vol. 9434,Space captain Jack navigates the dangerous outer rims of galaxy 9. Will he survive the alien invasion? Find out in 2026! [Episode ID: 30],"Comedy, Sci-Fi, Action, Romance",OVA,Studio_Alpha_152,2000-11-02,13.0,5996,Low
79868,https://myanimelist.net79868,Anime Legend Chronicles Vol. 9435,"A thrilling psychological game where players must bet their memories to win millions. Trust no one, betray everyone. [Episode ID: 81]",Comedy,TV,,2015-09-05,18.0,290,High
76216,https://myanimelist.net76216,Anime Legend Chronicles Vol. 9436,A comedic slice-of-life story about five high school girls starting their own rock band... containing cute moments and songs. [Episode ID: 20],"Thriller, Romance, Fantasy",OVA,Studio_Alpha_206,"Aug 24, 2018",6.0,618,Low
14940,https://myanimelist.net14940,Anime Legend Chronicles Vol. 9437,Space captain Jack navigates the dangerous outer rims of galaxy 9. Will he survive the alien invasion? Find out in 2026! [Episode ID: 31],"Fantasy, Drama",Special,Studio_Alpha_320,Feb 2008,13.0,10956,Low
33056,https://myanimelist.net33056,Anime Legend Chronicles Vol. 9438,A comedic slice-of-life story about five high school girls starting their own rock band... containing cute moments and songs. [Episode ID: 93],"Thriller, Slice of Life",TV,Studio_Alpha_220,"Jun 11, 2019",16.0,18511,Low
91182,https://myanimelist.net91182,Anime Legend Chronicles Vol. 9439,"A thrilling psychological game where players must bet their memories to win millions. Trust no one, betray everyone. [Episode ID: 99]","Slice of Life, Adventure, Sci-Fi, Comedy",Special,Studio_Alpha_204,Jun 2007,5.0,33453,Low
46223,https://myanimelist.net46223,Anime Legend Chronicles Vol. 9440,"In a world devastated by magic, a young warrior seeks revenge against the dark lord. Along the way, friends are made and lost!! [Episode ID: 90]","Thriller, Sci-Fi",Movie,Ufotable,May 2002,6.0,7802,Low
2598,https://myanimelist.net2598,Anime Legend Chronicles Vol. 9441,"In a world devastated by magic, a young warrior seeks revenge against the dark lord. Along the way, friends are made and lost!! [Episode ID: 70]","Slice of Life, Adventure, Fantasy",TV,Studio_Alpha_70,"Nov 02, 2014",21.0,564,Low
47135,https://myanimelist.net47135,Anime Legend Chronicles Vol. 9442,A comedic slice-of-life story about five high school girls starting their own rock band... containing cute moments and songs. [Episode ID: 26],"Slice of Life, Action, Supernatural, Drama",TV,Studio_Alpha_83,"Mar 02, 1995",27.0,1154,Low
64352,https://myanimelist.net64352,Anime Legend Chronicles Vol. 9443,A comedic slice-of-life story about five high school girls starting their own rock band... containing cute moments and songs. [Episode ID: 97],Thriller,OVA,Studio_Alpha_154,"Jan 10, 1999",9.0,4446,Low
82567,https://myanimelist.net82567,Anime Legend Chronicles Vol. 9444,"A thrilling psychological game where players must bet their memories to win millions. Trust no one, betray everyone. [Episode ID: 40]",Action,Movie,,Oct 2007,4.0,10154,Low
30534,https://myanimelist.net30534,Anime Legend Chronicles Vol. 9445,An ancient curse awakens in modern-day Tokyo! A regular student inherits the powers of a dragon god to save his childhood friend. [Episode ID: 10],"Sci-Fi, Drama",TV,Studio_Alpha_121,"May 01, 1993",8.0,42412,Low
63400,https://myanimelist.net63400,Anime Legend Chronicles Vol. 9446,"A thrilling psychological game where players must bet their memories to win millions. Trust no one, betray everyone. [Episode ID: 44]","Romance, Drama",TV,,Apr 2004,54.0,9007,Low
71230,https://myanimelist.net71230,Anime Legend Chronicles Vol. 9447,"A thrilling psychological game where players must bet their memories to win millions. Trust no one, betray everyone. [Episode ID: 34]","Thriller, Comedy, Adventure",Movie,Studio_Alpha_11,2012-10-03,,2569,Low
73345,https://myanimelist.net73345,Anime Legend Chronicles Vol. 9448,An ancient curse awakens in modern-day Tokyo! A regular student inherits the powers of a dragon god to save his childhood friend. [Episode ID: 80],"Comedy, Drama, Fantasy, Action",TV,Studio_Alpha_6,"Aug 27, 2013",,1954,Low
55972,https://myanimelist.net55972,Anime Legend Chronicles Vol. 9449,A comedic slice-of-life story about five high school girls starting their own rock band... containing cute moments and songs. [Episode ID: 17],"Adventure, Sci-Fi, Supernatural",TV,Studio_Alpha_209,Nov 2018,53.0,22043,Low
2640,https://myanimelist.net2640,Anime Legend Chronicles Vol. 9450,An ancient curse awakens in modern-day Tokyo! A regular student inherits the powers of a dragon god to save his childhood friend. [Episode ID: 37],"Romance, Drama, Adventure, Sci-Fi",Movie,Studio_Alpha_138,Oct 1993,13.0,21070,Low
94668,https://myanimelist.net94668,Anime Legend Chronicles Vol. 9451,"A thrilling psychological game where players must bet their memories to win millions. Trust no one, betray everyone. [Episode ID: 95]","Drama, Supernatural, Slice of Life",Movie,,"Sep 26, 1992",18.0,6387,High
44688,https://myanimelist.net44688,Anime Legend Chronicles Vol. 9452,An ancient curse awakens in modern-day Tokyo! A regular student inherits the powers of a dragon god to save his childhood friend. [Episode ID: 34],Romance,TV,Studio_Alpha_102,"May 28, 2005",12.0,4941,Low
37638,https://myanimelist.net37638,Anime Legend Chronicles Vol. 9453,"A thrilling psychological game where players must bet their memories to win millions. Trust no one, betray everyone. [Episode ID: 47]",Adventure,Movie,Studio_Alpha_207,"Dec 07, 2011",22.0,8670,Low
86365,https://myanimelist.net86365,Anime Legend Chronicles Vol. 9454,Space captain Jack navigates the dangerous outer rims of galaxy 9. Will he survive the alien invasion? Find out in 2026! [Episode ID: 27],"Fantasy, Comedy, Adventure",TV,Studio_Alpha_278,Feb 2009,41.0,335921,High
64801,https://myanimelist.net64801,Anime Legend Chronicles Vol. 9455,An ancient curse awakens in modern-day Tokyo! A regular student inherits the powers of a dragon god to save his childhood friend. [Episode ID: 85],Supernatural,OVA,Studio_Alpha_72,"Jun 03, 1994",58.0,2668,Low
19454,https://myanimelist.net19454,Anime Legend Chronicles Vol. 9456,An ancient curse awakens in modern-day Tokyo! A regular student inherits the powers of a dragon god to save his childhood friend. [Episode ID: 84],"Thriller, Fantasy, Adventure",TV,Studio_Alpha_309,1996-04-22,,728,Low
18799,https://myanimelist.net18799,Anime Legend Chronicles Vol. 9457,Space captain Jack navigates the dangerous outer rims of galaxy 9. Will he survive the alien invasion? Find out in 2026! [Episode ID: 44],"Romance, Sci-Fi",Movie,Studio_Alpha_163,Aug 1991,12.0,6335,Low
56948,https://myanimelist.net56948,Anime Legend Chronicles Vol. 9458,A comedic slice-of-life story about five high school girls starting their own rock band... containing cute moments and songs. [Episode ID: 88],"Adventure, Slice of Life, Drama",Movie,Studio_Alpha_246,Oct 2008,45.0,23062,Low
77836,https://myanimelist.net77836,Anime Legend Chronicles Vol. 9459,"In a world devastated by magic, a young warrior seeks revenge against the dark lord. Along the way, friends are made and lost!! [Episode ID: 63]","Romance, Thriller",TV,Madhouse,1994-04-06,15.0,3723,Low
95744,https://myanimelist.net95744,Anime Legend Chronicles Vol. 9460,Space captain Jack navigates the dangerous outer rims of galaxy 9. Will he survive the alien invasion? Find out in 2026! [Episode ID: 92],"Fantasy, Supernatural, Adventure, Comedy",Movie,Studio_Alpha_166,"Nov 04, 2022",5.0,64044,Low
21944,https://myanimelist.net21944,Anime Legend Chronicles Vol. 9461,"A thrilling psychological game where players must bet their memories to win millions. Trust no one, betray everyone. [Episode ID: 73]","Adventure, Drama",OVA,Studio_Alpha_270,2001-03-25,33.0,913,High
97041,https://myanimelist.net97041,Anime Legend Chronicles Vol. 9462,"In a world devastated by magic, a young warrior seeks revenge against the dark lord. Along the way, friends are made and lost!! [Episode ID: 24]","Fantasy, Action, Supernatural, Sci-Fi",OVA,Ufotable,2014-09-10,,8298,Low
12861,https://myanimelist.net12861,Anime Legend Chronicles Vol. 9463,An ancient curse awakens in modern-day Tokyo! A regular student inherits the powers of a dragon god to save his childhood friend. [Episode ID: 85],Thriller,Movie,Sunrise,"Mar 21, 2002",5.0,11208,Low
8891,https://myanimelist.net8891,Anime Legend Chronicles Vol. 9464,A comedic slice-of-life story about five high school girls starting their own rock band... containing cute moments and songs. [Episode ID: 42],Adventure,Special,,2003-04-19,8.0,20191,Low
7136,https://myanimelist.net7136,Anime Legend Chronicles Vol. 9465,A comedic slice-of-life story about five high school girls starting their own rock band... containing cute moments and songs. [Episode ID: 83],Action,Movie,Studio_Alpha_138,"Dec 08, 2012",4.0,11867,Low
62616,https://myanimelist.net62616,Anime Legend Chronicles Vol. 9466,A comedic slice-of-life story about five high school girls starting their own rock band... containing cute moments and songs. [Episode ID: 92],"Drama, Supernatural, Comedy, Adventure",TV,Studio_Alpha_336,"Feb 28, 2000",7.0,7513,Low
53266,https://myanimelist.net53266,Anime Legend Chronicles Vol. 9467,"A thrilling psychological game where players must bet their memories to win millions. Trust no one, betray everyone. [Episode ID: 25]","Fantasy, Drama, Comedy",Movie,Studio_Alpha_224,Dec 1998,14.0,2703,Low
17320,https://myanimelist.net17320,Anime Legend Chronicles Vol. 9468,A comedic slice-of-life story about five high school girls starting their own rock band... containing cute moments and songs. [Episode ID: 26],"Sci-Fi, Fantasy, Thriller, Action",Special,Studio_Alpha_246,2014-02-05,18.0,15337,High
59767,https://myanimelist.net59767,Anime Legend Chronicles Vol. 9469,"In a world devastated by magic, a young warrior seeks revenge against the dark lord. Along the way, friends are made and lost!! [Episode ID: 39]",Thriller,TV,Studio_Alpha_265,May 1997,7.0,1131,Low
42523,https://myanimelist.net42523,Anime Legend Chronicles Vol. 9470,A comedic slice-of-life story about five high school girls starting their own rock band... containing cute moments and songs. [Episode ID: 15],"Supernatural, Sci-Fi, Thriller, Action",TV,Studio_Alpha_220,"Nov 29, 2010",12.0,990,High
12761,https://myanimelist.net12761,Anime Legend Chronicles Vol. 9471,"In a world devastated by magic, a young warrior seeks revenge against the dark lord. Along the way, friends are made and lost!! [Episode ID: 97]","Thriller, Adventure, Sci-Fi, Comedy",Special,Studio_Alpha_275,"Apr 19, 2000",20.0,2106,Low
15902,https://myanimelist.net15902,Anime Legend Chronicles Vol. 9472,An ancient curse awakens in modern-day Tokyo! A regular student inherits the powers of a dragon god to save his childhood friend. [Episode ID: 27],"Romance, Supernatural",OVA,Studio_Alpha_223,1990-12-19,6.0,3850,Low
26896,https://myanimelist.net26896,Anime Legend Chronicles Vol. 9473,A comedic slice-of-life story about five high school girls starting their own rock band... containing cute moments and songs. [Episode ID: 45],Drama,TV,Studio_Alpha_106,"Dec 27, 2009",,15605,Low
24843,https://myanimelist.net24843,Anime Legend Chronicles Vol. 9474,"In a world devastated by magic, a young warrior seeks revenge against the dark lord. Along the way, friends are made and lost!! [Episode ID: 83]","Sci-Fi, Fantasy, Drama",Movie,Studio_Alpha_239,2010-12-02,5.0,279227,Low
3958,https://myanimelist.net3958,Anime Legend Chronicles Vol. 9475,"In a world devastated by magic, a young warrior seeks revenge against the dark lord. Along the way, friends are made and lost!! [Episode ID: 93]",Fantasy,TV,A-1 Pictures,1999-07-25,28.0,13247,Low
17783,https://myanimelist.net17783,Anime Legend Chronicles Vol. 9476,A comedic slice-of-life story about five high school girls starting their own rock band... containing cute moments and songs. [Episode ID: 24],"Action, Supernatural, Thriller",TV,Studio_Alpha_100,2012-05-28,34.0,17448,Low
28985,https://myanimelist.net28985,Anime Legend Chronicles Vol. 9477,"In a world devastated by magic, a young warrior seeks revenge against the dark lord. Along the way, friends are made and lost!! [Episode ID: 62]",Action,TV,Studio_Alpha_35,2010-11-21,,6753,Low
41340,https://myanimelist.net41340,Anime Legend Chronicles Vol. 9478,"In a world devastated by magic, a young warrior seeks revenge against the dark lord. Along the way, friends are made and lost!! [Episode ID: 53]",Romance,TV,Ufotable,2007-01-07,14.0,27231,Low
30664,https://myanimelist.net30664,Anime Legend Chronicles Vol. 9479,A comedic slice-of-life story about five high school girls starting their own rock band... containing cute moments and songs. [Episode ID: 67],"Romance, Supernatural, Adventure",TV,Studio_Alpha_54,"Jul 08, 1990",17.0,6324,High
72198,https://myanimelist.net72198,Anime Legend Chronicles Vol. 9480,A comedic slice-of-life story about five high school girls starting their own rock band... containing cute moments and songs. [Episode ID: 28],"Drama, Thriller",TV,Studio_Alpha_57,"Aug 29, 1998",18.0,2169,Low
11049,https://myanimelist.net11049,Anime Legend Chronicles Vol. 9481,"In a world devastated by magic, a young warrior seeks revenge against the dark lord. Along the way, friends are made and lost!! [Episode ID: 57]",Romance,OVA,Studio_Alpha_327,2005-11-19,,4194,Low
57595,https://myanimelist.net57595,Anime Legend Chronicles Vol. 9482,Space captain Jack navigates the dangerous outer rims of galaxy 9. Will he survive the alien invasion? Find out in 2026! [Episode ID: 62],"Thriller, Comedy, Romance, Slice of Life",OVA,Studio_Alpha_33,2019-01-14,36.0,5530,Low
40304,https://myanimelist.net40304,Anime Legend Chronicles Vol. 9483,An ancient curse awakens in modern-day Tokyo! A regular student inherits the powers of a dragon god to save his childhood friend. [Episode ID: 94],"Fantasy, Action, Drama, Sci-Fi",TV,Studio_Alpha_314,"Feb 20, 2021",10.0,109407,Low
50904,https://myanimelist.net50904,Anime Legend Chronicles Vol. 9484,"A thrilling psychological game where players must bet their memories to win millions. Trust no one, betray everyone. [Episode ID: 97]",Slice of Life,TV,Studio_Alpha_348,"Sep 30, 1995",31.0,18597,Low
54097,https://myanimelist.net54097,Anime Legend Chronicles Vol. 9485,Space captain Jack navigates the dangerous outer rims of galaxy 9. Will he survive the alien invasion? Find out in 2026! [Episode ID: 66],"Action, Sci-Fi, Thriller",Special,A-1 Pictures,1997-01-12,30.0,126317,Low
98193,https://myanimelist.net98193,Anime Legend Chronicles Vol. 9486,A comedic slice-of-life story about five high school girls starting their own rock band... containing cute moments and songs. [Episode ID: 91],"Fantasy, Action, Adventure, Supernatural",Movie,Studio_Alpha_249,Jul 1996,34.0,7367,High
25010,https://myanimelist.net25010,Anime Legend Chronicles Vol. 9487,A comedic slice-of-life story about five high school girls starting their own rock band... containing cute moments and songs. [Episode ID: 36],"Slice of Life, Adventure, Action, Fantasy",TV,Studio_Alpha_232,1999-07-05,17.0,30093,Low
89745,https://myanimelist.net89745,Anime Legend Chronicles Vol. 9488,An ancient curse awakens in modern-day Tokyo! A regular student inherits the powers of a dragon god to save his childhood friend. [Episode ID: 55],Slice of Life,TV,Studio_Alpha_159,Aug 2018,8.0,20115,Low
15361,https://myanimelist.net15361,Anime Legend Chronicles Vol. 9489,A comedic slice-of-life story about five high school girls starting their own rock band... containing cute moments and songs. [Episode ID: 95],"Sci-Fi, Adventure, Action, Romance",TV,Studio_Alpha_73,2018-03-10,24.0,1453,Low
4629,https://myanimelist.net4629,Anime Legend Chronicles Vol. 9490,A comedic slice-of-life story about five high school girls starting their own rock band... containing cute moments and songs. [Episode ID: 72],"Thriller, Comedy, Action",OVA,A-1 Pictures,"Aug 29, 2007",14.0,30024,Low
99441,https://myanimelist.net99441,Anime Legend Chronicles Vol. 9491,An ancient curse awakens in modern-day Tokyo! A regular student inherits the powers of a dragon god to save his childhood friend. [Episode ID: 45],"Sci-Fi, Drama, Slice of Life, Comedy",TV,Studio_Alpha_121,Sep 1992,40.0,5358,Low
92533,https://myanimelist.net92533,Anime Legend Chronicles Vol. 9492,An ancient curse awakens in modern-day Tokyo! A regular student inherits the powers of a dragon god to save his childhood friend. [Episode ID: 16],"Sci-Fi, Thriller, Drama",Special,Studio_Alpha_46,"Jun 29, 2008",17.0,33938,Low
19067,https://myanimelist.net19067,Anime Legend Chronicles Vol. 9493,Space captain Jack navigates the dangerous outer rims of galaxy 9. Will he survive the alien invasion? Find out in 2026! [Episode ID: 10],"Adventure, Supernatural",Special,Studio_Alpha_326,"Jan 20, 2018",12.0,299349,High
49158,https://myanimelist.net49158,Anime Legend Chronicles Vol. 9494,An ancient curse awakens in modern-day Tokyo! A regular student inherits the powers of a dragon god to save his childhood friend. [Episode ID: 69],"Romance, Thriller, Sci-Fi",TV,Studio_Alpha_250,"Aug 09, 2002",14.0,5065,Low
53481,https://myanimelist.net53481,Anime Legend Chronicles Vol. 9495,A comedic slice-of-life story about five high school girls starting their own rock band... containing cute moments and songs. [Episode ID: 17],"Thriller, Drama, Fantasy",Special,Studio_Alpha_237,"Nov 07, 2000",26.0,7169,Low
24498,https://myanimelist.net24498,Anime Legend Chronicles Vol. 9496,"In a world devastated by magic, a young warrior seeks revenge against the dark lord. Along the way, friends are made and lost!! [Episode ID: 68]","Supernatural, Adventure, Comedy, Romance",Special,Studio_Alpha_104,2007-04-14,30.0,40298,High
14812,https://myanimelist.net14812,Anime Legend Chronicles Vol. 9497,"A thrilling psychological game where players must bet their memories to win millions. Trust no one, betray everyone. [Episode ID: 47]","Supernatural, Thriller, Adventure, Action",OVA,Studio_Alpha_237,Feb 2009,58.0,25050,High
81640,https://myanimelist.net81640,Anime Legend Chronicles Vol. 9498,A comedic slice-of-life story about five high school girls starting their own rock band... containing cute moments and songs. [Episode ID: 62],"Supernatural, Romance, Drama, Adventure",TV,Madhouse,"Nov 26, 2021",5.0,1997,Low
73111,https://myanimelist.net73111,Anime Legend Chronicles Vol. 9499,"In a world devastated by magic, a young warrior seeks revenge against the dark lord. Along the way, friends are made and lost!! [Episode ID: 46]",Adventure,TV,Studio_Alpha_165,"Feb 12, 1996",6.0,238162,Low
94398,https://myanimelist.net94398,Anime Legend Chronicles Vol. 9500,A comedic slice-of-life story about five high school girls starting their own rock band... containing cute moments and songs. [Episode ID: 46],"Action, Drama, Thriller, Supernatural",TV,Toei Animation,Sep 2005,25.0,1497,Low
84695,https://myanimelist.net84695,Anime Legend Chronicles Vol. 9501,Space captain Jack navigates the dangerous outer rims of galaxy 9. Will he survive the alien invasion? Find out in 2026! [Episode ID: 32],Slice of Life,TV,MAPPA,Jan 2010,30.0,12796,High
