age,nationality,position,overall_rating,potential_rating,matches_played,goals,assists,minutes_played,market_value_million_eur,contract_years_left,injury_prone,transfer_risk_level,growth_dynamic,growth_percentage,avg_minutes_per_match,goals_per_90,assists_per_90,total_contributions,points_per_90,contract_expiry,contract_ration,career_phase,player_role_cluster,investment_class
24,7,6,84,78,45,23,13,1752,152.23,2,0,2,6,-7.142857142857142,38.93333333333333,1.1815068493150684,0.6678082191780822,36,1.8493150684931505,26,0.08333333333333333,0,2,2
26,2,6,76,78,9,28,6,2959,128.08,5,1,0,2,2.631578947368421,328.77777777777777,0.8516390672524501,0.18249408583981075,34,1.0341331530922608,31,0.19230769230769232,3,1,2
23,6,0,83,65,21,39,3,2453,162.82,0,0,2,18,-21.686746987951807,116.80952380952381,1.4309009376273951,0.110069302894415,42,1.54097024052181,23,0.0,0,1,2
19,0,5,80,93,39,25,4,3043,45.61,4,0,1,13,16.25,78.02564102564102,0.7394019060138022,0.11830430496220835,29,0.8577062109760105,23,0.21052631578947367,3,1,2
19,5,6,61,68,24,37,19,1716,167.66,5,0,1,7,11.475409836065573,71.5,1.9405594405594404,0.9965034965034965,56,2.937062937062937,24,0.2631578947368421,3,1,2
34,1,0,90,97,14,34,15,1626,12.22,4,1,2,7,7.777777777777778,116.14285714285714,1.881918819188192,0.8302583025830258,49,2.7121771217712176,38,0.11764705882352941,1,1,0
21,1,0,92,81,12,22,2,3088,142.96,5,0,1,11,-11.956521739130435,257.3333333333333,0.6411917098445596,0.05829015544041451,24,0.6994818652849741,26,0.23809523809523808,3,1,2
28,4,6,89,92,7,3,16,3331,78.7,1,1,0,3,3.3707865168539324,475.85714285714283,0.08105673971780246,0.4323026118282798,19,0.5133593515460823,29,0.03571428571428571,2,1,0
28,3,8,71,90,20,13,12,4028,32.43,0,0,1,19,26.76056338028169,201.4,0.29046673286991065,0.26812313803376364,25,0.5585898709036743,28,0.0,2,1,3
35,4,5,71,72,20,38,5,889,14.75,0,0,2,1,1.4084507042253522,44.45,3.847019122609674,0.5061867266591675,43,4.353205849268841,35,0.0,2,2,2
22,5,3,83,98,21,6,4,1378,70.42,2,1,1,15,18.072289156626507,65.61904761904762,0.39187227866473145,0.2612481857764877,10,0.6531204644412192,24,0.09090909090909091,0,2,1
18,4,6,83,82,45,7,15,4275,70.38,5,0,1,1,-1.2048192771084338,95.0,0.14736842105263157,0.3157894736842105,22,0.4631578947368421,23,0.2777777777777778,3,1,2
28,1,4,70,95,32,18,10,1707,41.78,3,1,2,25,35.714285714285715,53.34375,0.9490333919156415,0.5272407732864675,28,1.476274165202109,31,0.10714285714285714,1,2,3
35,2,4,72,91,44,1,16,2364,39.19,0,0,2,19,26.38888888888889,53.72727272727273,0.03807106598984771,0.6091370558375634,17,0.6472081218274112,35,0.0,2,2,3
21,7,1,86,80,26,0,4,231,72.21,5,1,1,6,-6.976744186046512,8.884615384615385,0.0,1.5584415584415585,4,1.5584415584415585,26,0.23809523809523808,3,0,2
28,6,5,67,74,39,37,5,1812,74.12,3,0,1,7,10.44776119402985,46.46153846153846,1.8377483443708609,0.24834437086092717,42,2.0860927152317883,31,0.10714285714285714,1,2,2
33,7,0,69,76,49,12,9,1612,79.9,2,1,2,7,10.144927536231885,32.89795918367347,0.6699751861042184,0.5024813895781638,21,1.1724565756823822,35,0.06060606060606061,2,2,2
33,7,7,67,86,21,23,20,4426,156.44,5,0,0,19,28.35820895522388,210.76190476190476,0.46769091730682333,0.4066877541798463,43,0.8743786714866697,38,0.15151515151515152,1,1,3
26,0,2,79,80,29,31,0,2996,110.22,5,0,1,1,1.2658227848101267,103.3103448275862,0.9312416555407209,0.0,31,0.9312416555407209,31,0.19230769230769232,3,1,2
39,1,5,67,76,8,29,20,247,4.17,1,0,2,9,13.432835820895523,30.875,10.566801619433198,7.287449392712551,49,17.85425101214575,40,0.02564102564102564,2,2,2
33,5,5,68,75,44,5,9,4378,93.68,5,0,1,7,10.294117647058822,99.5,0.10278666057560529,0.18501598903608954,14,0.2878026496116948,38,0.15151515151515152,1,1,2
31,5,6,66,84,34,37,16,2079,137.36,1,0,2,18,27.27272727272727,61.14705882352941,1.6017316017316017,0.6926406926406926,53,2.2943722943722946,32,0.03225806451612903,2,2,1
28,6,6,73,65,17,32,2,3741,10.63,3,0,2,8,-10.95890410958904,220.05882352941177,0.7698476343223737,0.048115477145148355,34,0.8179631114675221,31,0.10714285714285714,1,1,2
32,2,0,87,91,41,22,1,4476,76.36,3,0,1,4,4.597701149425287,109.17073170731707,0.44235924932975873,0.020107238605898123,23,0.46246648793565687,35,0.09375,1,1,0
35,0,1,61,67,4,9,16,62,81.49,0,0,2,6,9.836065573770492,15.5,13.06451612903226,23.225806451612904,25,36.29032258064516,35,0.0,2,0,2
24,3,6,67,76,26,14,3,4223,171.75,2,0,1,9,13.432835820895523,162.42307692307693,0.29836609045702106,0.0639355908122188,17,0.36230168126923984,26,0.08333333333333333,0,1,2
37,2,2,72,94,5,22,1,1551,85.89,1,0,1,22,30.555555555555557,310.2,1.2765957446808511,0.058027079303675046,23,1.3346228239845261,38,0.02702702702702703,2,1,3
33,4,2,80,73,31,35,4,3005,135.11,0,0,2,7,-8.75,96.93548387096774,1.0482529118136439,0.11980033277870217,39,1.168053244592346,33,0.0,2,1,2
39,2,1,87,65,7,0,9,3322,54.87,4,0,2,22,-25.287356321839084,474.57142857142856,0.0,0.24382901866345574,9,0.24382901866345574,43,0.10256410256410256,1,1,2
21,2,8,94,68,38,7,0,294,140.39,0,1,2,26,-27.659574468085108,7.7368421052631575,2.142857142857143,0.0,7,2.142857142857143,21,0.0,0,0,2
38,7,8,82,79,20,2,0,4274,58.42,3,0,1,3,-3.6585365853658534,213.7,0.04211511464670099,0.0,2,0.04211511464670099,41,0.07894736842105263,1,1,2
32,2,5,74,91,17,13,3,4324,77.69,4,0,2,17,22.972972972972975,254.35294117647058,0.2705827937095282,0.06244218316373728,16,0.3330249768732655,36,0.125,1,1,3
22,5,6,61,72,13,16,6,882,86.57,0,0,1,11,18.0327868852459,67.84615384615384,1.6326530612244898,0.6122448979591837,22,2.2448979591836737,22,0.0,0,2,2
24,4,4,71,87,14,33,13,393,166.78,5,0,1,16,22.535211267605636,28.071428571428573,7.557251908396947,2.9770992366412212,46,10.534351145038169,29,0.20833333333333334,3,0,3
34,4,3,62,79,41,5,13,2739,10.09,2,0,2,17,27.419354838709676,66.8048780487805,0.1642935377875137,0.4271631982475356,18,0.5914567360350492,36,0.058823529411764705,2,2,1
28,1,1,64,91,25,4,17,3467,35.84,1,1,2,27,42.1875,138.68,0.103836169599077,0.4413037207960773,21,0.5451398903951543,29,0.03571428571428571,2,1,3
31,2,5,62,95,52,39,1,4167,127.18,5,0,0,33,53.2258064516129,80.13461538461539,0.8423326133909288,0.02159827213822894,40,0.8639308855291576,36,0.16129032258064516,1,1,3
25,7,4,78,72,43,28,0,4413,104.18,4,0,2,6,-7.6923076923076925,102.62790697674419,0.5710401087695445,0.0,28,0.5710401087695445,29,0.16,3,1,2
29,2,6,61,94,31,34,20,3970,45.65,2,0,1,33,54.09836065573771,128.06451612903226,0.7707808564231738,0.4534005037783375,54,1.2241813602015115,31,0.06896551724137931,2,1,3
31,3,4,76,82,38,17,21,4474,52.41,0,0,0,6,7.894736842105263,117.73684210526316,0.3419758605274922,0.4224407688869021,38,0.7644166294143943,31,0.0,2,1,2
26,3,4,73,68,27,39,15,4231,66.43,5,1,1,5,-6.8493150684931505,156.7037037037037,0.8295911132120065,0.31907350508154103,54,1.1486646182935476,31,0.19230769230769232,3,1,2
32,7,1,87,86,38,29,21,2777,81.34,3,1,1,1,-1.1494252873563218,73.07894736842105,0.9398631616852718,0.6805905653583003,50,1.6204537270435722,35,0.09375,1,1,0
23,1,5,86,67,42,14,17,3692,147.34,3,0,2,19,-22.093023255813954,87.9047619047619,0.3412784398699892,0.414409534127844,31,0.755687973997833,26,0.13043478260869565,3,1,2
33,1,0,69,79,31,14,15,1401,2.98,2,0,0,10,14.492753623188406,45.193548387096776,0.8993576017130621,0.9635974304068522,29,1.8629550321199144,35,0.06060606060606061,2,2,2
39,4,2,62,97,12,15,22,905,161.69,3,0,2,35,56.451612903225815,75.41666666666667,1.4917127071823204,2.1878453038674035,37,3.679558011049724,42,0.07692307692307693,1,1,3
37,4,5,84,78,14,32,21,529,74.64,1,0,2,6,-7.142857142857142,37.785714285714285,5.4442344045368625,3.5727788279773156,53,9.017013232514177,38,0.02702702702702703,2,2,2
38,0,3,81,65,17,9,23,3721,41.87,2,0,2,16,-19.753086419753085,218.88235294117646,0.21768341843590433,0.5563020693362,32,0.7739854877721042,40,0.05263157894736842,2,1,2
23,7,4,89,90,38,18,5,386,91.76,2,0,2,1,1.1235955056179776,10.157894736842104,4.196891191709844,1.16580310880829,23,5.362694300518134,25,0.08695652173913043,0,0,0
30,2,0,80,72,5,36,24,2621,118.91,3,0,2,8,-10.0,524.2,1.236169400991988,0.8241129339946585,60,2.0602823349866464,33,0.1,1,1,2
31,6,1,89,80,54,2,9,572,8.53,2,0,1,9,-10.112359550561797,10.592592592592593,0.3146853146853147,1.4160839160839163,11,1.7307692307692308,33,0.06451612903225806,2,0,2
37,7,7,87,74,10,35,1,643,128.98,0,0,1,13,-14.942528735632186,64.3,4.89891135303266,0.13996889580093314,36,5.038880248833593,37,0.0,2,2,2
23,0,2,90,90,31,3,6,4071,137.06,4,0,1,0,0.0,131.32258064516128,0.06632277081798084,0.13264554163596168,9,0.19896831245394253,27,0.17391304347826086,3,1,0
25,4,7,85,92,39,10,20,1292,30.33,5,1,0,7,8.235294117647058,33.12820512820513,0.6965944272445821,1.3931888544891642,30,2.0897832817337463,30,0.2,3,2,0
35,7,6,81,76,19,32,16,3595,30.63,4,0,2,5,-6.172839506172839,189.21052631578948,0.8011126564673158,0.4005563282336579,48,1.2016689847009736,39,0.11428571428571428,1,1,2
32,7,7,80,84,32,27,2,2485,37.08,5,0,2,4,5.0,77.65625,0.977867203219316,0.07243460764587525,29,1.0503018108651911,37,0.15625,1,1,2
24,4,4,60,78,39,31,19,554,143.49,3,0,1,18,30.0,14.205128205128204,5.036101083032491,3.0866425992779787,50,8.12274368231047,27,0.125,3,0,1
34,5,4,72,93,7,15,11,2158,49.32,1,1,1,21,29.166666666666668,308.2857142857143,0.6255792400370713,0.458758109360519,26,1.0843373493975905,35,0.029411764705882353,2,1,3
39,0,4,80,76,50,8,1,3393,143.37,1,1,0,4,-5.0,67.86,0.21220159151193632,0.02652519893899204,9,0.23872679045092837,40,0.02564102564102564,2,2,2
34,4,4,68,82,34,10,6,2574,97.52,3,0,1,14,20.588235294117645,75.70588235294117,0.34965034965034963,0.2097902097902098,16,0.5594405594405595,37,0.08823529411764706,1,1,2
36,1,5,76,66,4,5,16,2224,138.21,3,0,2,10,-13.157894736842104,556.0,0.20233812949640287,0.6474820143884893,21,0.8498201438848921,39,0.08333333333333333,1,1,2
23,2,7,80,66,34,26,18,3609,99.88,2,0,1,14,-17.5,106.1470588235294,0.6483790523690772,0.44887780548628425,44,1.0972568578553616,25,0.08695652173913043,0,1,2
19,4,3,90,81,46,11,11,1988,60.77,1,0,2,9,-10.0,43.21739130434783,0.49798792756539234,0.49798792756539234,22,0.9959758551307847,20,0.05263157894736842,0,2,2
34,0,7,81,74,13,21,8,943,163.97,4,0,2,7,-8.641975308641975,72.53846153846153,2.0042417815482505,0.7635206786850478,29,2.767762460233298,38,0.11764705882352941,1,1,2
26,3,5,71,82,20,39,13,993,128.9,3,0,2,11,15.492957746478872,49.65,3.5347432024169185,1.178247734138973,52,4.712990936555892,29,0.11538461538461539,3,2,2
23,1,3,65,86,46,36,1,3459,87.39,4,0,1,21,32.30769230769231,75.19565217391305,0.9366869037294016,0.026019080659150047,37,0.9627059843885516,27,0.17391304347826086,3,1,3
33,3,3,75,83,23,20,20,1121,114.92,5,0,2,8,10.666666666666668,48.73913043478261,1.6057091882247994,1.6057091882247994,40,3.2114183764495987,38,0.15151515151515152,1,2,2
30,6,2,85,65,16,32,3,3446,111.04,4,0,2,20,-23.52941176470588,215.375,0.8357515960533952,0.0783517121300058,35,0.9141033081834011,34,0.13333333333333333,1,1,2
19,4,3,64,88,17,16,18,4265,64.78,1,1,0,24,37.5,250.88235294117646,0.3376318874560375,0.3798358733880422,34,0.7174677608440797,20,0.05263157894736842,0,1,3
28,1,7,68,89,33,28,20,55,76.57,5,0,2,21,30.88235294117647,1.6666666666666667,45.81818181818181,32.72727272727273,48,78.54545454545455,33,0.17857142857142858,1,0,3
29,2,4,73,95,11,39,15,1756,57.63,4,0,1,22,30.136986301369863,159.63636363636363,1.9988610478359907,0.7687927107061504,54,2.7676537585421412,33,0.13793103448275862,1,1,3
18,4,4,89,95,15,9,21,657,179.91,2,1,2,6,6.741573033707865,43.8,1.2328767123287672,2.8767123287671232,30,4.10958904109589,20,0.1111111111111111,0,2,0
19,2,6,85,66,3,17,16,259,104.62,2,0,2,19,-22.35294117647059,86.33333333333333,5.907335907335907,5.55984555984556,33,11.467181467181467,21,0.10526315789473684,0,1,2
21,5,2,88,83,24,12,1,2609,17.02,1,0,0,5,-5.681818181818182,108.70833333333333,0.41395170563434264,0.03449597546952856,13,0.44844768110387123,22,0.047619047619047616,0,1,2
27,7,7,78,76,33,26,16,3909,93.68,2,0,1,2,-2.564102564102564,118.45454545454545,0.5986185725249424,0.3683806600153492,42,0.9669992325402916,29,0.07407407407407407,0,1,2
24,3,7,67,74,27,9,18,403,9.47,3,0,1,7,10.44776119402985,14.925925925925926,2.009925558312655,4.01985111662531,27,6.029776674937965,27,0.125,3,0,2
39,1,1,82,95,45,31,7,794,52.31,5,1,0,13,15.853658536585366,17.644444444444446,3.513853904282116,0.7934508816120907,38,4.307304785894207,44,0.1282051282051282,1,0,2
39,2,8,94,86,10,2,23,1561,80.55,1,0,0,8,-8.51063829787234,156.1,0.11531069827033952,1.3260730301089045,25,1.4413837283792441,40,0.02564102564102564,2,1,0
28,0,7,90,87,12,21,19,1183,96.4,5,0,1,3,-3.3333333333333335,98.58333333333333,1.5976331360946745,1.4454775993237532,40,3.043110735418428,33,0.17857142857142858,1,1,0
23,2,0,94,87,30,26,5,2641,175.72,4,0,1,7,-7.446808510638298,88.03333333333333,0.8860280196895115,0.17039000378644453,31,1.0564180234759561,27,0.17391304347826086,3,1,0
31,0,7,91,79,24,2,11,2664,176.81,3,0,1,12,-13.186813186813188,111.0,0.06756756756756757,0.3716216216216216,13,0.4391891891891892,34,0.0967741935483871,1,1,2
33,4,1,64,90,38,32,24,3607,18.1,1,1,1,26,40.625,94.92105263157895,0.7984474632658719,0.598835597449404,56,1.3972830607152757,34,0.030303030303030304,2,1,3
20,1,3,75,67,9,1,22,1957,97.09,4,0,1,8,-10.666666666666668,217.44444444444446,0.045988758303525806,1.0117526826775676,23,1.0577414409810935,24,0.2,3,1,2
38,2,5,76,87,23,10,17,2093,147.17,4,0,1,11,14.473684210526317,91.0,0.4300047778308648,0.7310081223124703,27,1.161012900143335,42,0.10526315789473684,1,1,2
29,6,5,91,84,0,9,1,1752,43.17,4,0,0,7,-7.6923076923076925,0.0,0.46232876712328763,0.05136986301369863,10,0.5136986301369862,33,0.13793103448275862,1,0,2
34,2,0,91,72,52,38,18,3562,135.23,4,0,1,19,-20.87912087912088,68.5,0.9601347557551937,0.454800673778776,56,1.4149354295339696,38,0.11764705882352941,1,2,2
17,5,0,79,82,24,32,23,1694,158.21,4,0,2,3,3.79746835443038,70.58333333333333,1.7001180637544273,1.2219598583234947,55,2.922077922077922,21,0.23529411764705882,3,1,2
32,6,6,61,70,27,6,9,855,119.42,1,0,2,9,14.754098360655737,31.666666666666668,0.631578947368421,0.9473684210526315,15,1.5789473684210527,33,0.03125,2,2,2
29,1,5,79,91,35,14,24,1295,59.32,2,0,2,12,15.18987341772152,37.0,0.972972972972973,1.667953667953668,38,2.640926640926641,31,0.06896551724137931,2,2,2
26,5,3,77,79,17,25,2,3621,166.2,4,0,2,2,2.5974025974025974,213.0,0.6213753106876553,0.04971002485501243,27,0.6710853355426678,30,0.15384615384615385,3,1,2
28,2,5,60,69,5,10,24,4206,159.09,3,1,2,9,15.0,841.2,0.21398002853067047,0.5135520684736091,34,0.7275320970042796,31,0.10714285714285714,1,1,2
18,0,8,88,73,1,37,11,1038,128.99,1,1,0,15,-17.045454545454543,1038.0,3.2080924855491326,0.9537572254335259,48,4.161849710982659,19,0.05555555555555555,0,1,2
39,2,5,88,71,2,26,15,4370,65.78,0,0,2,17,-19.318181818181817,2185.0,0.5354691075514874,0.30892448512585813,41,0.8443935926773455,39,0.0,2,1,2
19,3,4,78,84,45,38,11,3447,142.65,2,1,1,6,7.6923076923076925,76.6,0.9921671018276762,0.28720626631853785,49,1.2793733681462143,21,0.10526315789473684,0,1,2
26,4,6,65,74,7,6,7,3432,57.24,3,0,1,9,13.846153846153847,490.2857142857143,0.15734265734265734,0.18356643356643357,13,0.34090909090909094,29,0.11538461538461539,3,1,2
18,7,1,67,90,30,0,4,3748,45.91,4,0,0,23,34.32835820895522,124.93333333333334,0.0,0.096051227321238,4,0.096051227321238,22,0.2222222222222222,3,1,3
39,0,0,83,68,47,9,10,2241,92.94,1,0,2,15,-18.072289156626507,47.680851063829785,0.36144578313253006,0.40160642570281124,19,0.7630522088353414,40,0.02564102564102564,2,2,2
29,3,8,79,88,18,20,9,3530,179.49,1,1,0,9,11.39240506329114,196.11111111111111,0.509915014164306,0.22946175637393768,29,0.7393767705382437,30,0.034482758620689655,2,1,2
29,6,0,73,78,49,14,2,1963,144.88,4,0,1,5,6.8493150684931505,40.06122448979592,0.6418746816097809,0.09169638308711156,16,0.7335710646968925,33,0.13793103448275862,1,2,2
34,4,6,64,65,5,29,22,3015,131.5,3,0,1,1,1.5625,603.0,0.8656716417910448,0.6567164179104478,51,1.5223880597014925,37,0.08823529411764706,1,1,2
19,1,7,93,81,13,29,8,3567,81.64,1,0,2,12,-12.903225806451612,274.38461538461536,0.7317073170731708,0.20185029436501262,37,0.9335576114381833,20,0.05263157894736842,0,1,2
23,0,8,75,88,2,7,11,3870,56.5,5,0,1,13,17.333333333333336,1935.0,0.1627906976744186,0.2558139534883721,18,0.41860465116279066,28,0.21739130434782608,3,1,2
30,7,2,66,91,47,23,5,1484,154.13,2,0,2,25,37.878787878787875,31.574468085106382,1.394878706199461,0.3032345013477089,28,1.6981132075471697,32,0.06666666666666667,2,2,3
36,4,8,75,71,0,18,18,4234,102.41,3,0,0,4,-5.333333333333334,0.0,0.3826169107227208,0.3826169107227208,36,0.7652338214454416,39,0.08333333333333333,1,0,2
33,6,6,66,73,43,2,15,2339,146.48,4,1,2,7,10.606060606060606,54.395348837209305,0.07695596408721675,0.5771697306541257,17,0.6541256947413425,37,0.12121212121212122,1,2,2
37,5,1,86,76,29,14,20,334,88.05,3,0,1,10,-11.627906976744185,11.517241379310345,3.772455089820359,5.389221556886228,34,9.161676646706587,40,0.08108108108108109,1,0,2
28,5,8,73,85,45,35,22,1858,135.84,5,0,2,12,16.43835616438356,41.28888888888889,1.6953713670613564,1.0656620021528525,57,2.761033369214209,33,0.17857142857142858,1,2,3
32,7,6,73,67,18,5,23,1207,156.26,3,0,2,6,-8.21917808219178,67.05555555555556,0.3728251864125932,1.714995857497929,28,2.0878210439105223,35,0.09375,1,2,2
28,1,3,92,79,53,17,13,924,70.75,0,0,2,13,-14.130434782608695,17.433962264150942,1.655844155844156,1.2662337662337664,30,2.922077922077922,28,0.0,2,0,2
31,1,5,92,85,18,37,3,2945,2.94,4,1,2,7,-7.608695652173914,163.61111111111111,1.130730050933786,0.09168081494057724,40,1.2224108658743633,35,0.12903225806451613,1,1,0
26,6,3,79,74,8,18,17,4439,46.26,2,0,2,5,-6.329113924050633,554.875,0.3649470601486821,0.3446722234737553,35,0.7096192836224375,28,0.07692307692307693,0,1,2
23,0,6,66,97,6,29,9,3585,164.73,4,0,2,31,46.96969696969697,597.5,0.7280334728033473,0.22594142259414227,38,0.9539748953974896,27,0.17391304347826086,3,1,3
36,6,4,91,70,45,12,17,4356,123.91,0,0,2,21,-23.076923076923077,96.8,0.24793388429752067,0.3512396694214876,29,0.5991735537190083,36,0.0,2,1,2
21,2,7,62,66,36,38,11,4027,132.83,4,0,2,4,6.451612903225806,111.86111111111111,0.8492674447479512,0.24584057611124907,49,1.0951080208592003,25,0.19047619047619047,3,1,2
17,1,5,88,93,49,11,18,4264,58.89,4,0,1,5,5.681818181818182,87.0204081632653,0.2321763602251407,0.3799249530956848,29,0.6121013133208255,21,0.23529411764705882,3,1,0
33,4,4,83,97,40,33,7,4295,126.38,2,0,2,14,16.867469879518072,107.375,0.6915017462165308,0.14668218859138532,40,0.8381839348079162,35,0.06060606060606061,2,1,2
19,2,1,81,68,52,11,0,3842,116.51,0,0,2,13,-16.049382716049383,73.88461538461539,0.2576782925559604,0.0,11,0.2576782925559604,19,0.0,0,1,2
29,5,0,65,68,6,23,13,2398,32.52,4,0,1,3,4.615384615384616,399.6666666666667,0.8632193494578816,0.48790658882402005,36,1.3511259382819016,33,0.13793103448275862,1,1,2
30,5,2,83,93,8,3,22,27,174.38,5,0,0,10,12.048192771084338,3.375,10.0,73.33333333333333,25,83.33333333333333,35,0.16666666666666666,1,0,2
34,3,5,82,84,3,35,5,3950,64.05,4,0,1,2,2.4390243902439024,1316.6666666666667,0.7974683544303798,0.11392405063291139,40,0.9113924050632911,38,0.11764705882352941,1,1,2
20,7,3,69,87,24,13,13,1898,59.61,1,0,1,18,26.08695652173913,79.08333333333333,0.6164383561643836,0.6164383561643836,26,1.2328767123287672,21,0.05,0,1,3
34,2,7,75,82,48,16,1,2427,66.76,4,1,2,7,9.333333333333334,50.5625,0.5933250927070457,0.037082818294190356,17,0.630407911001236,38,0.11764705882352941,1,2,2
21,7,4,70,89,11,2,8,1625,16.96,2,1,1,19,27.142857142857142,147.72727272727272,0.11076923076923077,0.4430769230769231,10,0.5538461538461539,23,0.09523809523809523,0,1,3
32,6,6,91,65,5,37,11,2575,112.68,1,0,2,26,-28.57142857142857,515.0,1.2932038834951456,0.3844660194174757,48,1.6776699029126214,33,0.03125,2,1,2
17,2,5,65,79,17,22,4,2036,43.33,5,0,2,14,21.53846153846154,119.76470588235294,0.9724950884086444,0.1768172888015717,26,1.149312377210216,22,0.29411764705882354,3,1,2
37,6,0,83,98,39,12,1,1310,144.69,5,0,1,15,18.072289156626507,33.58974358974359,0.8244274809160306,0.06870229007633588,13,0.8931297709923665,42,0.13513513513513514,1,2,1
30,3,6,92,84,20,8,18,3355,71.25,5,1,0,8,-8.695652173913043,167.75,0.21460506706408344,0.4828614008941878,26,0.6974664679582713,35,0.16666666666666666,1,1,2
31,1,4,71,91,14,20,6,3720,82.81,0,0,1,20,28.169014084507044,265.7142857142857,0.4838709677419355,0.14516129032258066,26,0.6290322580645161,31,0.0,2,1,3
25,5,7,86,86,2,7,6,2274,116.53,5,0,2,0,0.0,1137.0,0.2770448548812665,0.23746701846965698,13,0.5145118733509235,30,0.2,3,1,0
31,3,8,77,69,1,16,9,2074,137.26,3,0,0,8,-10.38961038961039,2074.0,0.6943105110896818,0.390549662487946,25,1.0848601735776278,34,0.0967741935483871,1,1,2
33,5,0,72,98,54,15,16,88,41.99,2,0,2,26,36.11111111111111,1.6296296296296295,15.34090909090909,16.363636363636363,31,31.704545454545457,35,0.06060606060606061,2,0,3
20,1,6,89,67,40,15,13,3804,173.95,0,0,0,22,-24.719101123595504,95.1,0.35488958990536273,0.30757097791798105,28,0.6624605678233438,20,0.0,0,1,2
28,6,0,72,81,39,27,10,121,112.21,1,0,0,9,12.5,3.1025641025641026,20.082644628099175,7.43801652892562,37,27.52066115702479,29,0.03571428571428571,2,0,2
21,1,1,93,88,3,15,19,32,1.51,3,0,0,5,-5.376344086021505,10.666666666666666,42.1875,53.4375,34,95.625,24,0.14285714285714285,3,0,0
21,5,6,89,88,31,13,5,695,75.1,0,0,1,1,-1.1235955056179776,22.419354838709676,1.683453237410072,0.6474820143884893,18,2.330935251798561,21,0.0,0,0,0
27,5,5,84,67,1,37,7,3841,78.91,2,0,2,17,-20.238095238095237,3841.0,0.8669617287164801,0.16401978651392865,44,1.0309815152304087,29,0.07407407407407407,0,1,2
22,7,8,61,71,45,19,18,524,145.75,1,0,0,10,16.39344262295082,11.644444444444444,3.263358778625954,3.0916030534351147,37,6.354961832061069,23,0.045454545454545456,0,0,2
23,4,8,77,89,28,33,18,246,55.27,2,0,0,12,15.584415584415584,8.785714285714286,12.073170731707318,6.585365853658536,51,18.65853658536585,25,0.08695652173913043,0,0,2
30,3,2,64,67,1,28,23,3926,59.96,2,0,0,3,4.6875,3926.0,0.6418746816097809,0.5272542027508915,51,1.1691288843606724,32,0.06666666666666667,2,1,2
27,2,0,78,79,33,2,23,3101,13.15,1,1,0,1,1.282051282051282,93.96969696969697,0.05804579168010319,0.6675266043211867,25,0.7255723960012899,28,0.037037037037037035,0,1,2
29,5,3,77,93,26,9,23,2096,51.4,5,0,2,16,20.77922077922078,80.61538461538461,0.38645038167938933,0.9875954198473281,32,1.3740458015267174,34,0.1724137931034483,1,1,1
18,3,8,91,93,53,19,16,1962,129.19,4,1,1,2,2.197802197802198,37.0188679245283,0.8715596330275229,0.7339449541284404,35,1.6055045871559632,22,0.2222222222222222,3,2,0
23,7,8,80,74,38,1,23,2959,114.44,2,0,1,6,-7.5,77.86842105263158,0.03041568097330179,0.6995606623859412,24,0.729976343359243,25,0.08695652173913043,0,1,2
36,1,1,69,96,43,26,23,2227,15.11,5,1,1,27,39.130434782608695,51.7906976744186,1.0507409070498428,0.9295015716210149,49,1.9802424786708577,41,0.1388888888888889,1,2,3
20,7,1,81,87,37,31,17,1393,21.09,1,0,1,6,7.4074074074074066,37.648648648648646,2.0028715003589377,1.098348887293611,48,3.1012203876525484,21,0.05,0,2,2
24,0,1,72,73,17,9,11,1907,68.16,2,0,1,1,1.3888888888888888,112.17647058823529,0.42475091767173573,0.519140010487677,20,0.9438909281594127,26,0.08333333333333333,0,1,2
36,0,0,76,78,35,39,8,2023,134.0,4,0,1,2,2.631578947368421,57.8,1.7350469599604548,0.35590706870983685,47,2.0909540286702915,40,0.1111111111111111,1,2,2
38,2,6,68,68,18,16,22,2478,150.01,1,0,1,0,0.0,137.66666666666666,0.5811138014527845,0.7990314769975787,38,1.3801452784503632,39,0.02631578947368421,2,1,2
37,7,7,83,84,26,32,23,4459,3.13,0,0,0,1,1.2048192771084338,171.5,0.6458847275173806,0.46422964790311727,55,1.1101143754204978,37,0.0,2,1,2
35,6,3,73,92,44,5,15,981,59.56,0,0,1,19,26.027397260273972,22.295454545454547,0.45871559633027525,1.3761467889908257,20,1.834862385321101,35,0.0,2,0,3
29,2,8,67,78,19,38,17,3223,76.66,5,0,1,11,16.417910447761194,169.6315789473684,1.0611231771641327,0.4747130003102699,55,1.5358361774744027,34,0.1724137931034483,1,1,2
30,6,2,78,98,20,17,15,226,164.05,0,0,2,20,25.64102564102564,11.3,6.76991150442478,5.9734513274336285,32,12.743362831858407,30,0.0,2,0,1
26,2,3,87,77,22,8,15,1266,90.5,3,0,0,10,-11.494252873563218,57.54545454545455,0.5687203791469194,1.066350710900474,23,1.6350710900473933,29,0.11538461538461539,3,2,2
27,0,6,89,95,29,7,3,2057,48.91,2,0,1,6,6.741573033707865,70.93103448275862,0.3062712688381138,0.13125911521633446,10,0.4375303840544482,29,0.07407407407407407,0,1,0
18,2,3,66,97,24,24,22,2251,70.51,2,0,1,31,46.96969696969697,93.79166666666667,0.9595735228787207,0.8796090626388272,46,1.8391825855175479,20,0.1111111111111111,0,1,3
